"initial_alias","converted_alias","name","description","namespace"
"ENSG00000131899","LLGL1","LLGL1","LLGL scribble cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:6628]","ARRAYEXPRESS,ENSG"
"ENSG00000138375","SMARCAL1","SMARCAL1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]","ARRAYEXPRESS,ENSG"
"ENSG00000113946","CLDN16","CLDN16","claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]","ARRAYEXPRESS,ENSG"
"ENSG00000126562","WNK4","WNK4","WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]","ARRAYEXPRESS,ENSG"
"ENSG00000184292","TACSTD2","TACSTD2","tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]","ARRAYEXPRESS,ENSG"
"ENSG00000180432","CYP8B1","CYP8B1","cytochrome P450 family 8 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2653]","ARRAYEXPRESS,ENSG"
"ENSG00000148204","CRB2","CRB2","crumbs cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:18688]","ARRAYEXPRESS,ENSG"
"ENSG00000095203","EPB41L4B","EPB41L4B","erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]","ARRAYEXPRESS,ENSG"
"ENSG00000274641","H2BC17","H2BC17","H2B clustered histone 17 [Source:HGNC Symbol;Acc:HGNC:4758]","ARRAYEXPRESS,ENSG"
"ENSG00000148498","PARD3","PARD3","par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]","ARRAYEXPRESS,ENSG"
"ENSG00000180090","OR3A1","OR3A1","olfactory receptor family 3 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8282]","ARRAYEXPRESS,ENSG"
"ENSG00000135709","KIAA0513","KIAA0513","KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]","ARRAYEXPRESS,ENSG"
"ENSG00000121743","GJA3","GJA3","gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277]","ARRAYEXPRESS,ENSG"
"ENSG00000114541","FRMD4B","FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]","ARRAYEXPRESS,ENSG"
"ENSG00000106086","PLEKHA8","PLEKHA8","pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]","ARRAYEXPRESS,ENSG"
"ENSG00000120539","MASTL","MASTL","microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]","ARRAYEXPRESS,ENSG"
"ENSG00000162949","CAPN13","CAPN13","calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]","ARRAYEXPRESS,ENSG"
"ENSG00000176782","DEFB104A","DEFB104A","defensin beta 104A [Source:HGNC Symbol;Acc:HGNC:18115]","ARRAYEXPRESS,ENSG,HPA,HPA_ACC"
"ENSG00000106636","YKT6","YKT6","YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959]","ARRAYEXPRESS,ENSG"
"ENSG00000054654","SYNE2","SYNE2","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]","ARRAYEXPRESS,ENSG"
"ENSG00000126777","KTN1","KTN1","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]","ARRAYEXPRESS,ENSG"
"ENSG00000105701","FKBP8","FKBP8","FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]","ARRAYEXPRESS,ENSG"
"ENSG00000138073","PREB","PREB","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]","ARRAYEXPRESS,ENSG"
"ENSG00000072210","ALDH3A2","ALDH3A2","aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]","ARRAYEXPRESS,ENSG"
"ENSG00000141378","PTRH2","PTRH2","peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]","ARRAYEXPRESS,ENSG"
"ENSG00000008952","SEC62","SEC62","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]","ARRAYEXPRESS,ENSG"
"ENSG00000109689","STIM2","STIM2","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]","ARRAYEXPRESS,ENSG"
"ENSG00000204977","TRIM13","TRIM13","tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]","ARRAYEXPRESS,ENSG"
"ENSG00000107897","ACBD5","ACBD5","acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]","ARRAYEXPRESS,ENSG"
"ENSG00000028116","VRK2","VRK2","VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]","ARRAYEXPRESS,ENSG"
"ENSG00000147383","NSDHL","NSDHL","NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398]","ARRAYEXPRESS,ENSG"
"ENSG00000167323","STIM1","STIM1","stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]","ARRAYEXPRESS,ENSG"
"ENSG00000204178","MACO1","MACO1","macoilin 1 [Source:HGNC Symbol;Acc:HGNC:25572]","ARRAYEXPRESS,ENSG"
"ENSG00000090615","GOLGA3","GOLGA3","golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]","ARRAYEXPRESS,ENSG"
"ENSG00000196396","PTPN1","PTPN1","protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]","ARRAYEXPRESS,ENSG"
"ENSG00000102531","FNDC3A","FNDC3A","fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]","ARRAYEXPRESS,ENSG"
"ENSG00000169359","SLC33A1","SLC33A1","solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]","ARRAYEXPRESS,ENSG"
"ENSG00000092108","SCFD1","SCFD1","sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]","ARRAYEXPRESS,ENSG"
"ENSG00000136026","CKAP4","CKAP4","cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]","ARRAYEXPRESS,ENSG"
"ENSG00000004866","ST7","ST7","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]","ARRAYEXPRESS,ENSG"
"ENSG00000066855","MTFR1","MTFR1","mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]","ARRAYEXPRESS,ENSG"
"ENSG00000173230","GOLGB1","GOLGB1","golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]","ARRAYEXPRESS,ENSG"
"ENSG00000041802","LSG1","LSG1","large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]","ARRAYEXPRESS,ENSG"
"ENSG00000104369","JPH1","JPH1","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]","ARRAYEXPRESS,ENSG"
"ENSG00000144468","RHBDD1","RHBDD1","rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]","ARRAYEXPRESS,ENSG"
"ENSG00000136478","TEX2","TEX2","testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:30884]","ARRAYEXPRESS,ENSG"
"ENSG00000143337","TOR1AIP1","TOR1AIP1","torsin 1A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29456]","ARRAYEXPRESS,ENSG"
"ENSG00000146842","TMEM209","TMEM209","transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]","ARRAYEXPRESS,ENSG"
"ENSG00000144224","UBXN4","UBXN4","UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]","ARRAYEXPRESS,ENSG"
"ENSG00000115504","EHBP1","EHBP1","EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]","ARRAYEXPRESS,ENSG"
"ENSG00000198060","MARCHF5","MARCHF5","membrane associated ring-CH-type finger 5 [Source:HGNC Symbol;Acc:HGNC:26025]","ARRAYEXPRESS,ENSG"
"ENSG00000173218","VANGL1","VANGL1","VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]","ARRAYEXPRESS,ENSG"
"ENSG00000164209","SLC25A46","SLC25A46","solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]","ARRAYEXPRESS,ENSG"
"ENSG00000198513","ATL1","ATL1","atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]","ARRAYEXPRESS,ENSG"
"ENSG00000147526","TACC1","TACC1","transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]","ARRAYEXPRESS,ENSG"
"ENSG00000172071","EIF2AK3","EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]","ARRAYEXPRESS,ENSG"
"ENSG00000136699","SMPD4","SMPD4","sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949]","ARRAYEXPRESS,ENSG"
"ENSG00000182934","SRPRA","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]","ARRAYEXPRESS,ENSG"
"ENSG00000198171","DDRGK1","DDRGK1","DDRGK domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16110]","ARRAYEXPRESS,ENSG"
"ENSG00000162738","VANGL2","VANGL2","VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]","ARRAYEXPRESS,ENSG"
"ENSG00000129667","RHBDF2","RHBDF2","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]","ARRAYEXPRESS,ENSG"
"ENSG00000203485","INF2","INF2","inverted formin 2 [Source:HGNC Symbol;Acc:HGNC:23791]","ARRAYEXPRESS,ENSG"
"ENSG00000164615","CAMLG","CAMLG","calcium modulating ligand [Source:HGNC Symbol;Acc:HGNC:1471]","ARRAYEXPRESS,ENSG"
"ENSG00000173040","EVC2","EVC2","EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]","ARRAYEXPRESS,ENSG"
"ENSG00000121057","AKAP1","AKAP1","A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]","ARRAYEXPRESS,ENSG"
"ENSG00000154305","MIA3","MIA3","MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]","ARRAYEXPRESS,ENSG"
"ENSG00000137824","RMDN3","RMDN3","regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:HGNC:25550]","ARRAYEXPRESS,ENSG"
"ENSG00000140983","RHOT2","RHOT2","ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]","ARRAYEXPRESS,ENSG"
"ENSG00000182827","ACBD3","ACBD3","acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]","ARRAYEXPRESS,ENSG"
"ENSG00000170632","ARMC10","ARMC10","armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]","ARRAYEXPRESS,ENSG"
"ENSG00000164828","SUN1","SUN1","Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]","ARRAYEXPRESS,ENSG"
"ENSG00000121940","CLCC1","CLCC1","chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]","ARRAYEXPRESS,ENSG"
"ENSG00000176915","ANKLE2","ANKLE2","ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]","ARRAYEXPRESS,ENSG"
"ENSG00000214253","FIS1","FIS1","fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]","ARRAYEXPRESS,ENSG"
"ENSG00000145569","OTULINL","OTULINL","OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]","ARRAYEXPRESS,ENSG"
"ENSG00000198814","GK","GK","glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]","ARRAYEXPRESS,ENSG"
"ENSG00000243147","MRPL33","MRPL33","mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]","ARRAYEXPRESS,ENSG"
"ENSG00000108826","MRPL27","MRPL27","mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]","ARRAYEXPRESS,ENSG"
"ENSG00000149792","MRPL49","MRPL49","mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]","ARRAYEXPRESS,ENSG"
"ENSG00000167862","MRPL58","MRPL58","mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]","ARRAYEXPRESS,ENSG"
"ENSG00000143436","MRPL9","MRPL9","mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]","ARRAYEXPRESS,ENSG"
"ENSG00000185414","MRPL30","MRPL30","mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]","ARRAYEXPRESS,ENSG"
"ENSG00000180992","MRPL14","MRPL14","mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]","ARRAYEXPRESS,ENSG"
"ENSG00000130349","MTRES1","MTRES1","mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]","ARRAYEXPRESS,ENSG"
"ENSG00000159111","MRPL10","MRPL10","mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]","ARRAYEXPRESS,ENSG"
"ENSG00000112996","MRPS30","MRPS30","mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]","ARRAYEXPRESS,ENSG"
"ENSG00000137547","MRPL15","MRPL15","mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]","ARRAYEXPRESS,ENSG"
"ENSG00000136270","TBRG4","TBRG4","transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]","ARRAYEXPRESS,ENSG"
"ENSG00000156928","MALSU1","MALSU1","mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]","ARRAYEXPRESS,ENSG"
"ENSG00000165792","METTL17","METTL17","methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]","ARRAYEXPRESS,ENSG"
"ENSG00000116221","MRPL37","MRPL37","mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]","ARRAYEXPRESS,ENSG"
"ENSG00000128626","MRPS12","MRPS12","mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]","ARRAYEXPRESS,ENSG"
"ENSG00000086504","MRPL28","MRPL28","mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]","ARRAYEXPRESS,ENSG"
"ENSG00000166902","MRPL16","MRPL16","mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]","ARRAYEXPRESS,ENSG"
"ENSG00000173141","MRPL57","MRPL57","mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]","ARRAYEXPRESS,ENSG"
"ENSG00000106028","SSBP1","SSBP1","single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]","ARRAYEXPRESS,ENSG"
"ENSG00000198015","MRPL42","MRPL42","mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]","ARRAYEXPRESS,ENSG"
"ENSG00000112651","MRPL2","MRPL2","mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]","ARRAYEXPRESS,ENSG"
"ENSG00000106591","MRPL32","MRPL32","mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]","ARRAYEXPRESS,ENSG"
"ENSG00000055950","MRPL43","MRPL43","mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]","ARRAYEXPRESS,ENSG"
"ENSG00000115364","MRPL19","MRPL19","mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]","ARRAYEXPRESS,ENSG"
"ENSG00000154719","MRPL39","MRPL39","mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]","ARRAYEXPRESS,ENSG"
"ENSG00000204316","MRPL38","MRPL38","mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]","ARRAYEXPRESS,ENSG"
"ENSG00000179271","GADD45GIP1","GADD45GIP1","GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]","ARRAYEXPRESS,ENSG"
"ENSG00000171861","MRM3","MRM3","mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]","ARRAYEXPRESS,ENSG"
"ENSG00000262814","MRPL12","MRPL12","mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]","ARRAYEXPRESS,ENSG"
"ENSG00000082515","MRPL22","MRPL22","mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","ARRAYEXPRESS,ENSG"
"ENSG00000105364","MRPL4","MRPL4","mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]","ARRAYEXPRESS,ENSG"
"ENSG00000148824","MTG1","MTG1","mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]","ARRAYEXPRESS,ENSG"
"ENSG00000182154","MRPL41","MRPL41","mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]","ARRAYEXPRESS,ENSG"
"ENSG00000132313","MRPL35","MRPL35","mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]","ARRAYEXPRESS,ENSG"
"ENSG00000197345","MRPL21","MRPL21","mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]","ARRAYEXPRESS,ENSG"
"ENSG00000172590","MRPL52","MRPL52","mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]","ARRAYEXPRESS,ENSG"
"ENSG00000172172","MRPL13","MRPL13","mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]","ARRAYEXPRESS,ENSG"
"ENSG00000143314","MRPL24","MRPL24","mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]","ARRAYEXPRESS,ENSG"
"ENSG00000182768","NGRN","NGRN","neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]","ARRAYEXPRESS,ENSG"
"ENSG00000185608","MRPL40","MRPL40","mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:HGNC:14491]","ARRAYEXPRESS,ENSG"
"ENSG00000111639","MRPL51","MRPL51","mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]","ARRAYEXPRESS,ENSG"
"ENSG00000130312","MRPL34","MRPL34","mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]","ARRAYEXPRESS,ENSG"
"ENSG00000162910","MRPL55","MRPL55","mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]","ARRAYEXPRESS,ENSG"
"ENSG00000146701","MDH2","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]","ARRAYEXPRESS,ENSG"
"ENSG00000174547","MRPL11","MRPL11","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","ARRAYEXPRESS,ENSG"
"ENSG00000123297","TSFM","TSFM","Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]","ARRAYEXPRESS,ENSG"
"ENSG00000158042","MRPL17","MRPL17","mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]","ARRAYEXPRESS,ENSG"
"ENSG00000136897","MRPL50","MRPL50","mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]","ARRAYEXPRESS,ENSG"
"ENSG00000169288","MRPL1","MRPL1","mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]","ARRAYEXPRESS,ENSG"
"ENSG00000112110","MRPL18","MRPL18","mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]","ARRAYEXPRESS,ENSG"
"ENSG00000178952","TUFM","TUFM","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]","ARRAYEXPRESS,ENSG"
"ENSG00000242485","MRPL20","MRPL20","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","ARRAYEXPRESS,ENSG"
"ENSG00000204822","MRPL53","MRPL53","mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:HGNC:16684]","ARRAYEXPRESS,ENSG"
"ENSG00000114686","MRPL3","MRPL3","mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]","ARRAYEXPRESS,ENSG"
"ENSG00000175581","MRPL48","MRPL48","mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]","ARRAYEXPRESS,ENSG"
"ENSG00000096080","MRPS18A","MRPS18A","mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]","ARRAYEXPRESS,ENSG"
"ENSG00000172270","BSG","BSG","basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]","ARRAYEXPRESS,ENSG"
"ENSG00000148343","MIGA2","MIGA2","mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621]","ARRAYEXPRESS,ENSG"
"ENSG00000180488","MIGA1","MIGA1","mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]","ARRAYEXPRESS,ENSG"
"ENSG00000136160","EDNRB","EDNRB","endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]","ARRAYEXPRESS,ENSG"
"ENSG00000115590","IL1R2","IL1R2","interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]","ARRAYEXPRESS,ENSG"
"ENSG00000131558","EXOC4","EXOC4","exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]","ARRAYEXPRESS,ENSG"
"ENSG00000180104","EXOC3","EXOC3","exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]","ARRAYEXPRESS,ENSG"
"ENSG00000182473","EXOC7","EXOC7","exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]","ARRAYEXPRESS,ENSG"
"ENSG00000132437","DDC","DDC","dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]","ARRAYEXPRESS,ENSG"
"ENSG00000144118","RALB","RALB","RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]","ARRAYEXPRESS,ENSG"
"ENSG00000135480","KRT7","KRT7","keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]","ARRAYEXPRESS,ENSG"
"ENSG00000006451","RALA","RALA","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]","ARRAYEXPRESS,ENSG"
"ENSG00000112685","EXOC2","EXOC2","exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]","ARRAYEXPRESS,ENSG"
"ENSG00000120217","CD274","CD274","CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]","ARRAYEXPRESS,ENSG"
"ENSG00000134452","FBH1","FBH1","F-box DNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:13620]","ARRAYEXPRESS,ENSG"
"ENSG00000180720","CHRM4","CHRM4","cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]","ARRAYEXPRESS,ENSG"
"ENSG00000099875","MKNK2","MKNK2","MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]","ARRAYEXPRESS,ENSG"
"ENSG00000197535","MYO5A","MYO5A","myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]","ARRAYEXPRESS,ENSG"
"ENSG00000070367","EXOC5","EXOC5","exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]","ARRAYEXPRESS,ENSG"
"ENSG00000138399","FASTKD1","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","ARRAYEXPRESS,ENSG"
"ENSG00000138131","LOXL4","LOXL4","lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]","ARRAYEXPRESS,ENSG"
"ENSG00000090989","EXOC1","EXOC1","exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]","ARRAYEXPRESS,ENSG"
"ENSG00000168434","COG7","COG7","component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]","ARRAYEXPRESS,ENSG"
"ENSG00000032389","EIPR1","EIPR1","EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383]","ARRAYEXPRESS,ENSG"
"ENSG00000104341","LAPTM4B","LAPTM4B","lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]","ARRAYEXPRESS,ENSG"
"ENSG00000138190","EXOC6","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]","ARRAYEXPRESS,ENSG"
"ENSG00000169180","XPO6","XPO6","exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]","ARRAYEXPRESS,ENSG"
"ENSG00000116906","GNPAT","GNPAT","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]","ARRAYEXPRESS,ENSG"
"ENSG00000103051","COG4","COG4","component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]","ARRAYEXPRESS,ENSG"
"ENSG00000135775","COG2","COG2","component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]","ARRAYEXPRESS,ENSG"
"ENSG00000198862","LTN1","LTN1","listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]","ARRAYEXPRESS,ENSG"
"ENSG00000136152","COG3","COG3","component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]","ARRAYEXPRESS,ENSG"
"ENSG00000213380","COG8","COG8","component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]","ARRAYEXPRESS,ENSG"
"ENSG00000144036","EXOC6B","EXOC6B","exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]","ARRAYEXPRESS,ENSG"
"ENSG00000163507","CIP2A","CIP2A","cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]","ARRAYEXPRESS,ENSG"
"ENSG00000115361","ACADL","ACADL","acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]","ARRAYEXPRESS,ENSG"
"ENSG00000205359","SLCO6A1","SLCO6A1","solute carrier organic anion transporter family member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]","ARRAYEXPRESS,ENSG"
"ENSG00000179213","SIGLECL1","SIGLECL1","SIGLEC family like 1 [Source:HGNC Symbol;Acc:HGNC:26856]","ARRAYEXPRESS,ENSG"
"ENSG00000166685","COG1","COG1","component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]","ARRAYEXPRESS,ENSG"
"ENSG00000059588","TARBP1","TARBP1","TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]","ARRAYEXPRESS,ENSG"
"ENSG00000130787","HIP1R","HIP1R","huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]","ARRAYEXPRESS,ENSG"
